SNO,BHK,Sq. ft.,Crime rate(%),Distance from Hospital,Distance from Workplace, Distance from Market,Distance from Rly. Station,Rent
721,1,587,24,5,3,1,1,6770
722,2,613,27,7,4,9,10,6271
723,2,648,38,1,1,1,4,6593
724,3,860,31,9,2,5,3,9262
725,2,524,20,5,8,6,9,6965
726,2,484,35,10,7,5,5,4862
727,1,590,7,1,4,6,4,6850
728,2,561,36,3,4,1,8,6965
729,3,985,15,5,9,2,4,9738
730,1,400,12,9,7,6,10,3783
731,3,1032,6,3,1,7,9,11767
732,2,534,5,9,10,4,8,6672
733,2,604,28,4,7,5,1,6983
734,3,1321,37,5,7,10,1,13035
735,1,498,9,2,1,4,1,4623
736,1,492,25,2,9,2,7,5351
737,1,453,36,7,3,9,7,4693
738,1,624,19,2,3,7,5,6567
739,1,642,28,6,5,8,2,6439
740,1,604,18,3,10,4,4,6116
741,2,639,26,2,9,5,6,6976
742,3,1325,22,4,6,9,3,12501
743,3,1391,37,1,4,6,1,11520
744,2,615,10,7,3,3,6,6395
745,2,577,16,9,5,7,1,6662
746,2,489,18,10,2,4,8,4806
747,1,470,5,5,7,2,2,4610
748,1,437,8,6,9,7,7,4640
749,2,495,20,7,5,10,5,5243
750,1,440,30,9,4,10,8,5235
751,3,999,13,8,1,6,7,9794
752,3,1106,23,7,6,3,1,13985
753,2,489,35,2,9,9,10,4525
754,2,544,9,4,8,9,2,6065
755,2,484,31,8,7,10,5,4663
756,3,801,18,10,9,3,6,7509
757,3,1306,27,6,4,2,8,12827
758,1,518,16,7,4,8,1,6445
759,3,1255,31,10,1,7,10,12925
760,2,431,18,3,10,1,1,5117
761,1,597,12,3,9,1,1,6173
762,3,853,27,2,7,10,1,10965
763,3,1372,33,4,8,5,3,12395
764,1,465,6,5,4,2,8,4954
765,2,643,9,2,6,10,4,6578
766,3,1397,35,10,8,10,3,11619
767,2,497,13,7,7,9,6,4717
768,3,1210,4,9,8,8,1,13295
769,2,482,31,9,4,7,7,5264
770,3,1326,40,8,9,9,7,12063
771,1,637,23,9,9,7,9,6339
772,2,647,22,5,8,6,7,6468
773,1,638,9,5,4,2,7,6513
774,2,423,9,7,7,6,7,5428
775,1,624,28,10,1,2,8,6550
776,1,521,36,7,8,8,3,6574
777,1,568,29,8,10,4,9,6603
778,3,1344,3,9,6,5,6,13541
779,2,490,24,1,8,8,9,4599
780,2,508,9,2,5,7,4,6547
781,2,351,22,3,5,7,10,3856
782,1,396,29,4,8,6,9,3897
783,3,1022,18,3,2,3,7,12178
784,2,541,35,1,3,1,10,6535
785,2,544,7,3,9,10,10,6552
786,3,945,15,6,6,2,9,9012
787,2,601,29,7,6,2,1,6788
788,3,934,40,1,5,1,2,10105
789,1,638,9,10,5,8,5,6906
790,1,381,26,10,2,10,2,3703
791,2,383,4,1,4,9,8,3769
792,1,467,21,10,9,1,6,4764
793,1,512,23,5,3,3,3,6747
794,1,455,40,10,7,5,9,5444
795,1,571,3,7,4,10,3,6727
796,3,964,3,5,1,8,8,9414
797,2,508,37,7,7,8,10,6913
798,1,455,31,5,1,3,5,5284
799,3,970,36,6,2,5,6,10251
800,3,1355,2,9,8,1,9,13570
801,1,397,8,5,8,7,4,4068
802,2,546,10,9,6,3,6,6306
803,2,459,17,2,4,1,1,5341
804,2,628,24,8,7,10,7,6048
805,3,1293,11,4,10,3,2,13063
806,2,459,21,7,8,3,2,5249
807,2,503,13,3,8,1,1,6936
808,3,1354,35,3,3,9,10,13172
809,1,527,32,3,10,3,5,6099
810,2,408,24,1,4,5,9,5400
811,2,429,40,7,10,10,8,5317
812,3,831,7,5,4,1,5,7018
813,2,474,4,9,10,2,5,4712
814,2,550,27,8,9,6,5,6940
815,2,637,15,1,8,9,10,6139
816,1,483,19,1,10,9,2,4909
817,1,539,3,1,10,7,10,6510
818,1,362,16,3,7,2,9,4435
819,3,902,36,1,2,5,3,10451
820,2,533,23,1,3,2,9,6671
821,3,912,12,9,1,3,2,11027
822,2,589,27,7,9,7,8,6535
823,2,537,38,9,7,8,6,6173
824,1,431,1,3,4,5,3,4951
825,3,1176,22,9,10,8,4,12789
826,1,378,40,10,9,3,2,4487
827,1,364,21,6,10,1,6,4355
828,3,927,18,9,1,2,2,10235
829,3,1270,30,8,4,6,7,12917
830,2,613,30,5,1,8,2,6623
831,2,442,12,10,9,9,5,4823
832,2,620,29,5,5,5,9,6340
833,1,495,34,1,1,5,7,4819
834,2,640,31,4,1,4,10,6216
835,2,646,26,6,5,1,2,6015
836,3,1042,3,7,9,6,3,12372
837,1,644,37,7,10,10,6,6327
838,1,377,32,9,1,6,10,4297
839,3,1040,19,8,4,7,5,12313
840,1,455,2,10,1,10,6,5221
841,1,507,25,6,7,9,2,6600
842,2,531,8,1,4,3,10,6516
843,1,642,14,7,2,7,3,6546
844,2,458,2,10,4,4,4,5042
845,2,477,21,3,9,2,7,4701
846,3,1377,7,1,7,7,4,13145
847,2,383,32,5,4,4,4,3753
848,2,586,3,2,1,4,3,6935
849,2,356,27,7,4,6,10,4392
850,2,390,31,3,5,4,1,3881
851,3,1106,39,1,2,3,6,12157
852,2,465,22,9,10,6,10,4552
853,1,629,10,8,10,4,4,6459
854,3,1166,29,4,3,6,1,13686
855,1,405,11,8,10,10,5,5035
856,2,507,22,9,7,1,8,6355
857,2,382,15,5,3,4,9,4271
858,1,426,18,9,1,5,2,4803
859,2,497,40,7,5,10,4,5483
860,1,573,17,6,6,3,1,6618
861,1,471,24,10,4,10,3,5253
862,3,908,11,3,4,9,2,10656
863,1,511,38,9,8,1,8,6848
864,3,1355,11,4,4,1,8,13894
865,2,560,22,9,7,10,6,6089
866,1,381,10,3,2,10,4,4498
867,2,633,11,7,3,6,1,6019
868,3,950,2,8,10,2,5,10325
869,3,1331,6,4,3,7,7,13807
870,1,390,27,3,6,7,7,4199
871,2,531,13,3,1,8,7,6657
872,3,1032,22,4,2,2,4,13956
873,3,900,13,5,1,8,5,9272
874,1,456,23,3,1,1,6,5110
875,1,500,30,6,10,10,5,4569
876,2,458,22,8,7,8,3,4775
877,1,618,35,9,4,7,9,6276
878,3,800,39,10,6,4,4,6856
879,3,1178,20,9,1,2,5,13524
880,1,422,15,5,3,10,4,4717
881,2,482,12,1,5,3,4,4572
882,3,1100,22,8,8,4,2,12540
883,1,488,11,5,6,4,10,4792
884,3,878,34,10,8,4,9,9712
885,2,589,31,6,4,1,9,6973
886,3,820,22,8,10,1,2,7694
887,2,454,40,1,8,2,9,5413
888,3,893,26,6,1,5,1,11015
889,3,909,28,9,3,1,6,10147
890,2,560,38,9,1,8,1,6173
891,2,644,37,3,6,1,5,6699
892,3,1246,35,8,6,7,8,11662
893,1,425,17,4,3,6,2,4517
894,3,1121,1,6,9,8,6,12822
895,3,1200,40,5,3,2,1,13795
896,3,1253,18,5,1,10,2,13358
897,1,384,1,2,6,10,1,4371
898,1,398,17,7,8,10,4,4260
899,2,420,2,1,4,7,4,5075
900,2,480,17,2,3,9,6,4914
901,2,387,13,6,8,5,10,4344
902,3,1325,3,7,3,10,2,13794
903,1,546,38,7,8,9,1,6530
904,3,864,15,5,1,1,6,10185
905,1,462,26,10,5,1,6,5432
906,2,650,23,9,4,4,6,6837
907,3,1130,15,5,3,8,7,13311
908,2,367,10,3,4,6,2,3904
909,3,965,10,10,10,5,2,9917
910,2,567,16,9,9,8,2,6160
911,3,1023,34,3,9,5,3,13428
912,3,1011,21,8,4,2,8,12746
913,3,1081,17,5,3,2,9,11528
914,1,384,36,4,6,7,4,4305
915,3,934,28,7,7,5,2,9207
916,2,444,7,4,4,10,6,5124
917,1,644,40,5,5,6,2,6840
918,2,606,25,4,9,10,8,6863
919,3,1193,26,6,8,10,6,13757
920,1,424,33,1,6,9,7,4596
921,1,380,13,3,5,6,6,3869
922,3,1135,33,3,2,10,2,11646
923,2,428,37,5,4,1,2,5230
924,1,581,31,8,1,1,2,6080
925,3,1207,28,4,9,4,3,11808
926,3,1009,30,2,3,9,1,11784
927,2,416,19,8,1,3,2,4832
928,2,400,20,7,10,1,4,3708
929,3,889,27,9,10,10,6,10691
930,3,926,35,1,2,2,8,9835
931,3,836,21,5,5,2,9,7407
932,3,1150,27,9,9,5,2,11811
933,3,976,8,6,3,5,3,10116
934,3,1167,16,1,10,7,5,12903
935,1,499,15,5,5,7,8,5263
936,1,392,3,3,7,7,4,4095
937,2,494,24,4,5,9,2,4939
938,2,528,7,9,4,5,3,6622
939,2,451,40,3,3,9,8,4576
940,1,492,38,7,4,6,4,4971
941,2,626,29,5,2,2,3,6484
942,2,386,29,1,1,2,4,4469
943,3,1057,22,5,2,1,10,11990
944,1,586,40,9,9,8,7,6191
945,3,1366,20,8,8,4,9,12624
946,1,521,1,10,8,1,8,6836
947,2,409,39,1,1,5,4,4809
948,1,392,21,1,8,3,1,3964
949,2,410,20,3,2,5,3,4819
950,1,358,26,10,10,5,1,4145
951,1,397,13,2,10,6,10,3866
952,1,391,35,8,2,7,8,4476
953,1,425,28,9,9,1,4,4763
954,1,486,5,3,10,8,1,4635
955,2,631,36,3,3,3,9,6328
956,3,1273,1,10,6,3,8,11718
957,3,1210,21,2,3,7,8,13740
958,3,983,34,5,9,3,4,9943
959,2,464,3,6,9,5,8,5092
960,3,1070,27,3,1,8,10,13836
961,3,917,38,8,1,2,5,9749
962,3,1350,20,9,4,4,5,13290
963,2,583,7,9,6,3,8,6673
964,1,508,10,10,10,3,3,6088
965,2,568,38,9,8,8,1,6856
966,3,1190,18,8,8,4,3,13613
967,2,432,40,9,7,1,6,5183
968,2,504,3,4,8,2,9,6281
969,2,414,24,4,9,5,3,4583
970,3,828,38,10,9,1,4,7869
971,1,631,30,10,5,8,9,6234
972,2,379,36,5,9,4,10,4446
973,2,469,18,10,7,8,9,4735
974,3,1367,38,5,10,10,10,13576
975,1,466,27,1,5,9,5,4959
976,2,413,26,1,1,3,6,4660
977,1,398,33,5,9,8,1,3853
978,3,1278,8,1,8,10,9,11650
979,2,544,30,1,10,8,5,6266
980,2,649,36,1,9,2,3,6069
981,2,518,19,2,9,7,3,6052
982,1,365,27,10,10,2,7,3847
983,2,381,37,10,5,9,9,3888
984,2,517,7,2,4,6,6,6139
985,1,586,33,1,3,6,2,6437
986,1,538,23,3,4,9,10,6282
987,3,989,14,8,7,8,7,9512
988,1,529,31,7,10,7,2,6396
989,3,1195,7,9,8,9,5,13870
990,1,607,22,5,9,3,7,6923
991,2,611,20,4,6,8,5,6916
992,2,503,34,9,5,3,3,6080
993,3,995,37,1,4,8,7,11121
994,2,592,34,4,8,5,10,6857
995,2,567,24,8,10,1,9,6468
996,2,425,27,1,7,7,5,5441
997,2,622,3,10,8,7,8,6220
998,2,642,25,6,6,7,5,6051
999,1,592,10,9,4,7,2,6373
1000,3,1317,29,7,10,1,2,11560
1001,3,986,26,4,2,9,4,9324
1002,1,458,1,6,9,10,3,4519
1003,1,531,8,1,5,1,10,6873
1004,3,1082,34,5,8,9,5,13878
1005,3,1376,17,2,4,10,8,11776
1006,3,1167,36,1,1,9,7,13409
1007,2,636,3,2,4,9,1,6686
1008,2,491,14,1,8,8,7,5117
1009,1,353,32,4,10,7,2,4185
1010,1,618,27,3,2,1,8,6927
1011,2,593,35,10,1,10,9,6677
1012,1,435,7,3,9,3,10,4582
1013,2,433,24,5,9,3,6,5374
1014,3,1278,15,6,10,10,9,12337
1015,2,452,31,8,4,1,4,5357
1016,3,887,5,10,6,1,8,9748
1017,2,545,17,5,6,8,5,6771
1018,2,566,28,8,3,2,6,6190
1019,3,1045,22,2,5,10,10,11758
1020,1,597,28,7,9,2,2,6738
1021,3,833,36,3,5,4,8,7059
1022,3,975,20,6,9,8,10,10456
1023,1,396,21,2,9,4,4,4154
1024,1,435,26,7,8,2,3,5101
1025,1,390,18,5,2,3,8,4215
1026,2,559,9,5,3,8,5,6590
1027,2,491,36,3,2,7,6,4960
1028,1,569,36,10,2,5,3,6895
1029,3,1329,16,2,6,6,2,12142
1030,1,576,16,5,4,6,10,6631
1031,3,1074,3,2,9,4,9,11699
1032,1,358,28,4,7,7,1,4133
1033,3,882,9,5,5,7,2,10349
1034,1,466,24,9,6,8,7,5248
1035,2,630,38,4,7,7,9,6672
1036,1,562,2,8,8,4,1,6210
1037,2,560,5,10,10,10,6,6042
1038,2,501,11,7,9,7,10,4763
1039,1,554,1,9,5,9,6,6306
1040,2,574,18,8,7,2,10,6674
1041,1,607,30,8,8,1,4,6601
1042,1,646,35,8,5,1,1,6643
1043,1,576,35,5,1,10,5,6848
1044,1,642,15,8,4,8,9,6506
1045,3,828,36,7,10,10,3,8121
1046,3,1007,22,9,4,4,3,12779
1047,1,461,31,9,1,10,5,5006
1048,2,441,15,1,5,10,8,5246
1049,1,487,40,6,2,7,8,4565
1050,3,1142,39,9,9,5,1,12751
1051,2,549,20,6,8,2,3,6540
1052,3,833,33,6,3,8,4,7551
1053,1,373,16,10,9,7,10,3922
1054,3,855,22,8,8,6,6,9364
1055,2,496,16,2,5,7,2,4516
1056,1,647,40,6,10,6,8,6074
1057,1,403,11,1,7,3,8,4516
1058,1,621,17,7,1,9,7,6479
1059,3,1386,13,8,1,3,8,13597
1060,1,645,34,10,1,3,9,6406
1061,2,449,20,8,6,9,5,5182
1062,3,1379,15,4,1,9,9,11963
1063,1,471,1,6,2,4,7,4929
1064,2,603,34,3,3,6,5,6243
1065,3,1121,4,4,4,10,3,13051
1066,2,561,6,2,2,3,4,6411
1067,2,623,24,2,8,5,3,6174
1068,2,637,32,9,3,9,6,6318
1069,2,387,18,5,3,6,2,3962
1070,3,843,26,6,4,9,6,8175
1071,2,356,39,6,9,3,8,4404
1072,3,1214,16,5,7,2,3,13931
1073,1,550,26,10,4,7,7,6695
1074,1,396,7,9,5,3,6,3842
1075,1,355,8,4,4,1,10,3749
1076,3,1118,8,8,1,7,6,12791
1077,1,535,37,4,7,6,2,6059
1078,2,459,38,10,4,6,7,5097
1079,2,623,28,3,4,4,6,6784
1080,1,558,28,4,1,2,2,6413
1081,3,951,5,4,10,1,9,10852
1082,2,498,24,5,7,3,4,5464
1083,2,523,15,1,3,1,10,6667
1084,2,350,25,9,5,2,6,4251
1085,2,352,19,4,10,9,4,4241
1086,2,427,21,9,3,2,10,5355
1087,2,565,20,4,9,5,10,6632
1088,1,556,29,6,5,4,2,6385
1089,3,1164,16,10,5,7,9,12556
1090,3,1331,13,10,5,2,10,13416
1091,3,846,1,4,8,6,1,8406
1092,1,607,8,6,6,4,7,6494
1093,1,411,40,6,8,8,2,5455
1094,2,558,34,10,2,10,5,6810
1095,2,394,1,8,3,6,3,4318
1096,3,1337,7,10,10,7,7,12492
1097,3,908,22,1,6,3,4,9289
1098,1,612,19,3,10,5,3,6904
1099,3,1100,7,6,4,1,9,12910
1100,2,516,34,7,1,5,4,6477
1101,1,559,30,4,1,1,7,6698
1102,2,536,24,10,1,6,9,6295
1103,2,487,30,8,2,9,6,4796
1104,2,539,15,3,9,3,7,6628
1105,3,1005,32,9,1,5,5,12437
1106,1,480,15,6,8,8,9,5374
1107,3,1249,11,3,9,7,5,13685
1108,3,1397,4,1,1,10,2,11990
1109,2,560,38,2,4,6,8,6140
1110,3,1062,36,10,6,3,7,12117
1111,1,510,39,7,2,2,3,6640
1112,2,475,22,1,3,8,4,4507
1113,3,876,2,2,5,2,8,10555
1114,1,363,5,1,4,2,6,3764
1115,1,436,35,3,2,2,5,5352
1116,2,531,35,3,7,1,6,6123
1117,1,569,32,4,9,8,4,6718
1118,3,1190,10,7,10,6,9,12091
1119,2,611,22,6,3,2,3,6377
1120,1,543,18,3,8,10,4,6120
1121,3,956,7,4,1,10,5,10653
1122,3,1100,1,8,4,1,4,12755
1123,2,638,22,5,4,8,7,6021
1124,1,623,23,4,2,7,6,6130
1125,3,816,12,6,3,6,9,7739
1126,3,1157,5,8,8,8,2,12384
1127,2,568,29,9,4,9,5,6795
1128,1,594,32,7,5,6,3,6290
1129,3,856,14,6,2,9,10,9895
1130,2,353,18,4,6,8,8,3713
1131,1,586,13,4,1,7,1,6296
1132,1,458,3,8,7,8,2,5382
1133,1,396,39,7,9,5,6,4340
1134,1,619,13,9,5,8,4,6645
1135,3,975,40,4,7,3,3,10923
1136,1,627,16,10,1,6,5,6582
1137,2,425,9,3,6,10,8,4841
1138,3,1102,27,4,2,3,4,13435
1139,3,1299,12,2,9,2,3,13328
1140,2,589,24,2,8,1,9,6744
1141,1,498,14,3,1,5,7,4948
1142,2,505,31,7,8,3,4,6845
1143,2,421,39,9,10,4,8,4766
1144,2,383,37,4,8,1,8,3894
1145,2,487,37,7,8,9,9,4531
1146,3,803,32,8,8,9,3,8769
1147,1,510,4,9,3,3,10,6086
1148,3,1088,39,3,6,5,1,12353
1149,2,392,12,6,3,7,9,4100
1150,2,456,34,5,9,8,1,4997
1151,3,940,16,2,8,7,2,10079
1152,1,404,34,6,9,3,8,4586
1153,2,367,17,8,2,1,5,3779
1154,1,472,7,10,6,5,3,5440
1155,3,895,4,7,1,2,5,10877
1156,3,917,12,5,9,10,6,9641
1157,3,1327,21,10,9,6,2,12000
1158,3,1292,11,7,8,7,3,12481
1159,1,520,20,3,8,3,2,6955
1160,2,447,26,9,5,5,10,4670
1161,1,582,21,9,10,10,9,6795
1162,3,980,32,4,4,1,10,9293
1163,3,995,1,6,8,2,3,9609
1164,3,1260,38,9,3,1,5,11872
1165,2,375,22,5,6,1,10,4447
1166,2,458,19,5,2,8,3,5125
1167,3,1077,34,5,2,5,4,11672
1168,1,443,26,5,10,6,8,5378
1169,2,363,21,8,4,7,6,3906
1170,3,816,9,2,9,3,5,8228
1171,2,442,29,3,7,7,9,4540
1172,3,961,26,1,1,6,6,11146
1173,2,434,25,1,4,2,9,4705
1174,1,368,40,8,5,8,10,3755
1175,1,413,23,7,2,8,10,5373
1176,1,462,25,2,10,5,7,5349
1177,2,518,35,9,8,10,3,6524
1178,3,845,11,5,6,10,1,7685
1179,3,861,9,8,9,9,7,10013
1180,3,1037,10,3,2,10,8,13625
1181,1,379,35,7,1,2,8,4229
1182,1,501,22,2,1,3,7,4970
1183,2,501,25,8,10,7,7,4512
1184,1,526,21,4,6,2,6,6629
1185,1,513,11,5,9,5,8,6904
1186,2,606,20,2,9,3,1,6193
1187,3,810,26,9,9,3,1,8565
1188,1,485,30,4,2,9,8,4971
1189,1,479,36,3,8,9,9,5324
1190,3,1331,9,8,4,8,7,13715
1191,2,403,3,3,8,4,2,4923
1192,3,998,3,7,10,5,5,9659
1193,2,387,8,9,4,10,3,4044
1194,3,913,29,1,7,1,4,10386
1195,3,938,30,1,2,7,10,11492
1196,2,360,25,1,4,10,9,3762
1197,2,517,18,9,4,7,10,6088
1198,2,555,13,10,1,10,8,6300
1199,3,1236,2,6,5,2,7,13770
1200,1,635,1,3,6,9,4,6717
1201,1,472,32,10,6,1,5,4974
1202,3,1161,13,5,9,3,6,13170
1203,2,385,29,9,6,4,1,3982
1204,2,368,25,2,8,2,3,3784
1205,3,950,38,5,10,6,2,10602
1206,3,954,17,1,5,8,9,9710
1207,2,594,3,2,8,1,7,6510
1208,2,492,17,7,1,3,3,5419
1209,1,440,37,1,4,9,10,4862
1210,2,549,33,6,10,1,7,6972
1211,2,429,13,3,1,5,9,5325
1212,1,378,6,9,2,3,3,3957
1213,2,426,33,10,9,5,10,5179
1214,2,591,20,2,7,3,5,6335
1215,2,571,29,5,3,6,9,6338
1216,2,490,36,4,9,7,4,5430
1217,2,535,11,8,2,5,2,6374
1218,1,370,13,4,7,9,9,4385
1219,1,587,32,6,2,10,1,6912
1220,1,580,16,3,5,10,7,6239
1221,2,563,39,1,5,1,6,6910
1222,3,1254,23,1,2,5,5,12705
1223,2,459,33,5,8,6,7,4991
1224,1,421,28,10,8,4,9,4924
1225,2,524,40,2,10,7,2,6208
1226,1,408,19,5,10,2,3,4684
1227,2,517,24,3,9,8,5,6290
1228,3,1356,27,3,9,8,5,12587
1229,1,468,4,2,8,6,8,4970
1230,3,804,38,9,6,5,4,8302
1231,3,1170,8,10,10,6,6,13230
1232,2,381,34,3,4,10,2,4271
1233,3,839,2,4,2,9,5,8400
1234,3,1096,36,3,8,4,6,13256
1235,3,896,28,6,1,5,9,10222
1236,3,1004,32,3,9,10,4,13268
1237,1,422,16,4,6,2,10,5118
1238,3,1309,1,7,10,7,2,11579
1239,3,1267,31,4,8,3,7,13569
1240,1,555,29,2,8,6,9,6619
1241,1,614,7,4,4,7,6,6456
1242,1,437,14,10,3,7,6,4712
1243,1,609,9,4,8,6,7,6138
1244,1,571,39,5,8,4,10,6608
1245,2,534,22,2,5,3,3,6396
1246,3,1278,22,1,7,10,6,13841
1247,1,417,4,6,10,8,7,5447
1248,2,365,36,5,2,1,4,4491
1249,1,521,22,9,3,8,8,6457
1250,3,962,10,5,10,7,4,9879
1251,2,568,32,6,7,3,2,6634
1252,3,1366,19,3,9,8,5,12775
1253,1,585,24,3,3,3,9,6586
1254,3,1223,9,10,7,8,10,12315
1255,1,366,39,7,8,8,5,4467
1256,2,622,37,9,8,1,5,6388
1257,1,533,7,3,2,3,4,6186
1258,3,1326,22,8,5,8,9,13728
1259,1,451,11,4,5,4,9,4857
1260,3,1314,40,2,2,5,2,12972
1261,1,484,14,9,9,8,9,4833
1262,3,1388,13,7,9,3,3,13639
1263,3,1230,36,3,3,1,3,12997
1264,1,357,20,4,4,9,10,3996
1265,1,426,26,6,3,4,7,4787
1266,2,538,34,4,3,3,5,6953
1267,1,469,2,10,1,4,2,4616
1268,2,431,2,9,8,9,8,4843
1269,3,1385,21,7,5,10,4,11835
1270,2,513,6,1,10,6,5,6325
1271,3,1020,15,2,7,9,2,11884
1272,2,601,6,3,9,5,4,6220
1273,3,1152,22,1,8,1,4,13426
1274,1,388,5,1,5,4,1,4118
1275,2,412,28,7,8,10,1,5281
1276,2,376,8,5,2,2,10,4200
1277,1,452,29,3,1,6,10,5218
1278,1,509,27,9,2,4,7,6912
1279,2,536,3,5,5,5,8,6035
1280,2,449,6,9,2,7,1,4887
1281,2,374,31,10,9,10,8,3873
1282,2,490,28,7,9,1,8,5186
1283,3,968,9,8,5,5,3,11223
1284,3,827,20,4,4,6,1,7276
1285,2,554,10,6,10,4,10,6672
1286,2,381,26,3,9,7,9,4477
1287,2,456,13,9,10,10,5,4780
1288,1,507,16,4,6,7,1,6496
1289,2,583,14,5,1,8,6,6322
1290,1,389,32,1,9,1,1,4403
1291,1,524,14,2,7,2,9,6093
1292,3,1133,24,4,4,2,9,13039
1293,2,446,30,1,3,1,5,4529
1294,2,616,40,4,2,2,10,6482
1295,1,558,2,5,2,10,7,6641
1296,1,463,38,3,3,8,4,5053
1297,3,1055,12,10,7,7,1,13354
1298,2,436,10,1,10,7,9,4823
1299,1,632,26,1,8,9,7,6100
1300,2,390,21,2,1,1,9,4381
1301,2,407,2,7,3,1,10,4785
1302,3,1228,27,7,6,3,10,11825
1303,2,496,31,2,3,2,10,5089
1304,3,1182,34,6,7,5,1,11532
1305,3,1033,21,4,7,7,2,11851
1306,2,404,25,2,4,10,3,5234
1307,2,625,39,7,2,2,9,6688
1308,3,927,24,9,1,4,1,11147
1309,2,381,16,4,4,1,6,4054
1310,2,364,35,10,1,1,8,4150
1311,3,1215,10,9,3,8,8,12724
1312,3,1179,38,6,4,4,4,12757
1313,1,475,17,2,7,5,1,4637
1314,3,1092,35,9,9,10,3,13883
1315,2,647,36,4,10,7,10,6610
1316,2,380,27,7,7,5,10,3782
1317,1,376,8,3,9,9,7,4288
1318,3,1054,4,10,3,7,5,13682
1319,1,529,33,6,1,10,5,6069
1320,2,483,23,9,8,10,6,4620
1321,1,561,36,6,10,5,6,6819
1322,1,556,25,5,2,6,7,6044
1323,1,376,30,3,5,3,7,3974
1324,3,1023,23,3,7,9,4,13313
1325,1,462,4,6,1,6,5,5081
1326,1,477,29,1,2,9,5,4908
1327,1,458,30,4,7,2,9,4760
1328,3,1225,11,1,5,6,7,13822
1329,3,886,16,2,1,8,10,10245
1330,2,487,15,1,7,3,4,4682
1331,2,554,7,2,8,3,1,6360
1332,2,457,2,2,2,2,3,4861
1333,2,363,2,4,5,6,6,4241
1334,3,945,2,3,8,8,5,10281
1335,1,569,34,4,4,10,1,6122
1336,2,451,37,5,6,6,7,4975
1337,1,623,32,6,9,2,3,6295
1338,1,398,36,8,7,4,7,4007
1339,1,455,21,3,9,9,8,4721
1340,1,472,28,4,7,10,7,5095
1341,1,354,29,4,6,6,7,4292
1342,1,537,10,1,4,6,8,6648
1343,1,471,25,8,5,9,1,5271
1344,1,389,5,7,7,4,5,3892
1345,3,1072,23,3,8,10,2,11562
1346,2,473,30,5,9,9,4,4998
1347,1,502,22,5,7,6,6,6777
1348,3,1052,13,5,3,7,4,11917
1349,1,578,7,9,10,7,3,6949
1350,1,623,34,4,7,9,2,6391
1351,1,502,36,5,10,1,7,6063
1352,3,818,4,3,9,2,10,7358
1353,2,450,13,3,7,6,7,4658
1354,3,1261,6,8,9,2,6,13259
1355,3,854,19,6,2,6,4,10219
1356,1,615,31,8,2,3,5,6796
1357,3,1327,8,6,8,2,7,12699
1358,3,1378,4,10,4,1,10,11790
1359,2,520,39,5,3,4,1,6931
1360,3,994,5,10,4,8,7,10230
1361,2,424,15,6,2,2,6,5377
1362,1,479,12,4,4,10,3,4555
1363,1,426,24,5,10,10,3,5025
1364,3,1215,8,7,1,3,5,13955
1365,1,627,3,4,9,8,7,6988
1366,2,462,2,7,10,8,2,5491
1367,2,510,35,3,9,4,9,6498
1368,1,446,18,4,1,3,3,4991
1369,3,1364,31,5,5,7,1,13636
1370,3,1197,1,8,9,8,10,11561
1371,3,1274,4,3,2,2,8,11589
1372,3,910,23,3,6,2,6,10765
1373,3,1122,10,7,3,10,10,11695
1374,1,611,3,1,8,8,9,6716
1375,3,1240,27,5,10,10,1,12344
1376,2,579,37,3,1,9,9,6185
1377,2,452,17,6,10,9,3,5235
1378,1,627,13,1,10,4,6,6155
1379,2,580,6,5,10,1,6,6059
1380,1,468,33,2,1,5,10,4930
1381,3,1086,10,10,8,7,7,13535
1382,3,881,10,5,1,4,9,9949
1383,3,1258,26,10,10,7,2,13617
1384,3,1307,19,7,8,6,3,11957
1385,3,1339,20,10,10,2,7,13171
1386,3,1031,18,1,4,3,8,12169
1387,3,1115,4,5,8,2,5,13698
1388,1,574,9,6,8,2,5,6781
1389,3,980,6,1,9,1,2,11336
1390,2,402,26,1,8,10,5,4667
1391,3,1241,28,6,7,5,8,12176
1392,3,1037,25,4,5,6,4,12513
1393,2,545,13,1,4,4,4,6991
1394,3,856,21,8,4,7,2,9724
1395,2,455,34,9,7,9,10,4808
1396,2,623,16,8,10,9,8,6909
1397,3,1150,26,9,8,7,4,12902
1398,3,972,36,9,9,1,4,10448
1399,3,1232,2,2,9,3,6,13269
1400,3,1133,36,9,7,5,3,11806
1401,2,590,26,5,5,10,2,6362
1402,3,1269,14,7,5,5,10,13687
1403,2,456,28,10,9,5,3,4639
1404,2,604,26,6,8,9,2,6500
1405,1,441,31,1,5,6,5,4653
1406,1,523,23,2,8,3,5,6207
1407,1,541,32,4,4,7,10,6528
1408,1,561,3,3,3,1,9,6646
1409,3,1098,27,6,8,4,6,11614
1410,1,552,13,2,8,9,10,6528
1411,1,523,3,1,9,3,1,6959
1412,1,462,31,5,3,8,3,4677
1413,3,1252,19,2,10,5,3,11874
1414,1,599,17,2,9,3,6,6067
1415,2,449,16,3,9,3,8,4801
1416,1,376,11,2,10,7,6,4436
1417,1,378,31,5,10,5,2,3903
1418,3,1081,24,2,3,2,8,12437
1419,1,540,11,1,6,6,3,6395
1420,2,356,22,2,4,8,5,4040
1421,2,505,15,10,9,8,8,6016
1422,3,1303,17,2,2,3,3,11996
1423,1,426,34,3,5,3,7,5050
